Population Definition Reported,Cell Number Unit,Count,Unique_Studies,Unique_Patients,Unique_Timepoints,Timepoints_List,Study_IDs_List
"WBC/2-WBC/lymono/monos/CD14dimCD16+/CD40+,Freq. of,CD14dimCD16+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/lymono/monos/CD14dimCD16+/CD62L+,Freq. of,CD14dimCD16+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/lymono/monos/CD14dimCD16+/CD86+,Freq. of,CD14dimCD16+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/lymono/monos/dn,Freq. of,monos",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/2-WBC/lymono/monos/CD14dimCD16+,Freq. of,monos",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/CD19+SCC/CD19+/n transitional,Freq. of,CD19+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/CD19+SCC/CD19+/nQ3: CD19+,, CD20,Freq. of,CD19+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/CD19+SCC/CD19+/nQ2: CD19+,, CD20+,Freq. of,CD19+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/CD19+SCC/CD19+/nQ2: CD19+,, CD27+,Freq. of,CD19+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/CD19+SCC/CD19+/nQ2: CD19+,, CD27+/nPlasmablast,Freq. of,CD19+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/CD19+SCC/CD19+/nQ2: CD19+,, CD27+/nPlasmacell,Freq. of,CD19+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/CD19+SCC/CD19+/nQ2: CD27+,, IgD+,Freq. of,CD19+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"WBC/CD19+SCC/CD19+/nQ1: CD27,, IgD+,Freq. of,CD19+",cells/ul,162,1,18,9,"-7.0, 0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sing/WBC/lymono/mono/Q3: CD14+, CD16/CD2",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/mono/Q3: CD14+, CD16/CD40",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/mono/Q3: CD14+, CD16/CD86-2",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/mono/Q3: CD14+, CD16/CX3CR1-2",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/mono/Q3: CD14+, CD16/DR2",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/mono/Q4: CD14, CD16",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD19,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD19/DR,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD19/CCR9+,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD19/CLA,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD19/Ki67,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3+/CD56+,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/mono/Q3: CD14+, CD16",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3+/CD56+/CCR9+,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/mono/Q3: CD14+, CD16/CD11b",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/mono/Q1: CD14, CD16+/CD86-2",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/mono/Q2: CD14+, CD16+/DR2",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/mono/Q1: CD14, CD16+/CD40",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3+/CD56+/DR,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymono/mono/CX3CR1-2,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymono/mono/DR2,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/mono/Q1: CD14, CD16+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/mono/Q1: CD14, CD16+/CD11b",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/mono/Q1: CD14, CD16+/CD2",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/mono/Q1: CD14, CD16+/CX3CR1-2",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/mono/Q2: CD14+, CD16+/CX3CR1-2",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/mono/Q1: CD14, CD16+/DR2",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/mono/Q2: CD14+, CD16+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/mono/Q2: CD14+, CD16+/CD11b",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/mono/Q2: CD14+, CD16+/CD2",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/mono/Q2: CD14+, CD16+/CD40",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/mono/Q2: CD14+, CD16+/CD86-2",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3+/CD56+/CLA,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/CD4/CXCR5/Ki67,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3+/CD56+/Ki67,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/CD8/Ki67,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/CD4/DR,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/CD4/Ki67,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/CD8,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/CD8/CCR9+,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/CD8/CLA,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/CD8/DR,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/CLA,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/CD4/CXCR5/DR,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/DR,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/Ki67,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/dp,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/dp/CLA,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/dp/DR,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/dp/Ki67,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymono/mono/CD40,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/CD4/CXCR5/CLA,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3+/DN,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3-/CD56/CLA,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3+/DN/CCR9+,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3+/DN/CLA,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3+/DN/DR,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3+/DN/Ki67,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3-/CD56,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3-/CD56/CCR9+,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3-/CD56/DR,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/CD4/CXCR5/CCR9+,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3-/CD56/Ki67,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/ly/CD3/CCR9+,Freq. of, ly",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/CD4,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/CD4/CCR9+,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/CD4/CLA,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/ly/CD3/CD4/CXCR5,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymono/mono/CD86-2,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56dim/Q6: CD127+, CD25+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymono/mono/CD2,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56bri/Q6: CD127+, CD25+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/1/CCR4,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/1,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD4/Q8: CCR6, CD161",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD4/Q7: CCR6+, CD161",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD4/Q6: CCR6+, CD161+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD4/Q5: CCR6, CD161+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/CLA,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/CD161,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/CCR4,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56dim/Q8: CD127, CD25",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56dim/Q7: CD127+, CD25",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56dim/Q5: CD127, CD25+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56dim/Q4: CLA, CD62L",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56dim/Q3: CLA+, CD62L",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56dim/Q2: CLA+, CD62L+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56dim/Q1: CLA, CD62L+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD3-/CD56dim/DR,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD3-/CD56dim,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56bri/Q8: CD127, CD25",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/1/CD161,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/1/CLA,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/17,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/CLA,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TH,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/Th1-17/CLA,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/Th1-17/CD161,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/Th1-17/CCR4,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/Th1-17,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD4/TFH/Q8: CCR6, CD161",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD4/TFH/Q7: CCR6+, CD161",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD4/TFH/Q6: CCR6+, CD161+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD4/TFH/Q5: CCR6, CD161+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/CD161/CLA,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/17/CCR4,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/CD161/CD161,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/CD161/CCR4,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/CD161,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/CCR4,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/2/CLA,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/2/CCR4,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/2,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/17/CLA,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/17/CD161,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56bri/Q7: CD127+, CD25",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56bri/Q5: CD127, CD25+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TH/1/CCR4,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56bri/Q4: CLA, CD62L",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD3+/NKT,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3+/CD4/Q4: CLA, CD62L",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3+/CD4/Q3: CLA+, CD62L",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3+/CD4/Q2: CLA+, CD62L+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3+/CD4/Q1: CLA, CD62L+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD3+/CD4/DR,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3+/CD4/CD127loCD25hi/Q4: CLA, CD62L",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3+/CD4/CD127loCD25hi/Q3: CLA+, CD62L",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3+/CD4/CD127loCD25hi/Q2: CLA+, CD62L+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3+/CD4/CD127loCD25hi/Q1: CLA, CD62L+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD3+/CD4/CD127loCD25hi/DR,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD3+/CD4/CD127loCD25hi,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD3+/CD4,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD3+,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/gran/CD14-/neu/Q4: CD16, CD11b",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/gran/CD14-/neu/Q3: CD16+, CD11b",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/gran/CD14-/neu/Q2: CD16+, CD11b+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/gran/CD14-/neu/Q1: CD16, CD11b+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/gran/CD14-/neu,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/gran/CD14-/eos,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymono/mono/CD11b,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD3+/NKT/DR,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3+/NKT/Q1: CLA, CD62L+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3+/NKT/Q2: CLA+, CD62L+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56/Q4: CLA, CD62L",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56bri/Q3: CLA+, CD62L",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56bri/Q2: CLA+, CD62L+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56bri/Q1: CLA, CD62L+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD3-/CD56bri/DR,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD3-/CD56bri,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56/Q8: CD127, CD25",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56/Q7: CD127+, CD25",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56/Q6: CD127+, CD25+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56/Q5: CD127, CD25+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56/Q3: CLA+, CD62L",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3+/NKT/Q3: CLA+, CD62L",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56/Q2: CLA+, CD62L+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3-/CD56/Q1: CLA, CD62L+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD3-/CD56/DR,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD3-/CD56,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3+/NKT/Q8: CD127, CD25",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3+/NKT/Q7: CD127+, CD25",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3+/NKT/Q6: CD127+, CD25+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3+/NKT/Q5: CD127, CD25+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/ly/CD3+/NKT/Q4: CLA, CD62L",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TH/1,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TFH/2/CD161,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TH/1/CD161,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4/TH/2,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4/TH/17/ICOS+,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4/TH/17,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4/TH/1/ICOS+,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4/TH/1-17/ICOS+,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4/TH/1-17,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4/TH/1,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4/TH,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4/TFH/ICOS+,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4/TFH/2/ICOS+,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4/TFH/2,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4/TFH/17/ICOS+,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4/TFH/17,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4/TFH/1/ICOS+,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4/TFH/1-17/ICOS+,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4/TFH/1-17,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4/TFH/1,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4/TFH,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4/ICOS+,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD4/TH/2/ICOS+,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/ly/CD4/TH/1/CLA,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymo/CD3/CD8,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
"sing/WBC/lymono/Lin1-DR+/Q3: CD11c+, BDCA2/Q18: CD2+DR+",ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
sing/WBC/lymono/mono,ul,148,1,45,5,"0.0, 1.0, 14.0, 28.0, 7.0",416
