Population Definition Reported,count
sing/WBC/ly/CD4/TFH/1/CD161,148
sing/WBC/ly/CD4/TFH/1/CCR4,148
sing/WBC/ly/CD4/TFH/1,148
sing/WBC/ly/CD4/TFH/Th1-17,148
sing/WBC/lymo/CD3/CD4,148
sing/WBC/lymo/CD3,148
sing/ly/CD3,148
sing/ly/CD19/Ki67,148
sing/ly/CD19/DR,148
sing/ly/CD19/CLA,148
sing/ly/CD19/CCR9+,148
sing/ly/CD19,148
sing/WBC/ly/CD4/TH/2/CLA,148
sing/WBC/ly/CD4/TFH/17/CCR4,148
sing/WBC/ly/CD4/TFH/17,148
sing/WBC/ly/CD3-/CD56dim,148
sing/WBC/ly/CD3-/CD56bri/DR,148
"sing/WBC/ly/CD3-/CD56bri/Q2: CLA+, CD62L+",148
"sing/WBC/ly/CD3-/CD56bri/Q3: CLA+, CD62L",148
"sing/WBC/ly/CD3-/CD56bri/Q1: CLA, CD62L+",148
"sing/WBC/ly/CD3-/CD56bri/Q4: CLA, CD62L",148
"sing/WBC/ly/CD3-/CD56bri/Q6: CD127+, CD25+",148
sing/WBC/ly/CD3+,148
sing/WBC/ly/CD3-/CD56dim/DR,148
"sing/WBC/ly/CD3-/CD56dim/Q2: CLA+, CD62L+",148
"sing/WBC/ly/CD3-/CD56dim/Q3: CLA+, CD62L",148
"sing/WBC/ly/CD3-/CD56dim/Q1: CLA, CD62L+",148
"sing/WBC/ly/CD3-/CD56dim/Q4: CLA, CD62L",148
"sing/WBC/ly/CD3-/CD56dim/Q6: CD127+, CD25+",148
"sing/WBC/ly/CD3-/CD56dim/Q7: CD127+, CD25",148
sing/WBC/ly/CD4/CLA,148
sing/WBC/ly/CD4/CD161,148
sing/ly/CD3/dp/CLA,148
sing/ly/CD3/dp,148
sing/ly/CD3/Ki67,148
sing/ly/CD3/DR,148
sing/ly/CD3/CLA,148
"sing/ly/CD3/CCR9+,Freq. of, ly",148
"sing/WBC/lymo/CD19/Q3: CD19+, CD20",148
T cell: viable/singlets/Lymph/CD3+/CD8+/Q3: CD45RA+CD27-,148
T cell: viable/singlets/Lymph/CD3+/CD8+/Q2: CD45RA+CD27+,148
T cell: viable/singlets/Lymph/CD3+/CD8+/Q1: CD45RA-CD27+,148
T cell: viable/singlets/Lymph/CD3+/CD8+/CD85j+,148
T cell: viable/singlets/Lymph/CD3+/CD8+/CD28+,148
T cell: viable/singlets/Lymph/CD3+/CD8+,148
sing/WBC/ly/CD4/TH/2/CD161,148
sing/WBC/ly/CD4/TH/2/CCR4,148
sing/WBC/ly/CD4/TH/2,148
sing/WBC/ly/CD3+/CD4/DR,148
"sing/WBC/ly/CD3+/CD4/Q2: CLA+, CD62L+",148
"sing/WBC/ly/CD3+/CD4/Q3: CLA+, CD62L",148
"sing/WBC/ly/CD3+/CD4/Q1: CLA, CD62L+",148
"sing/WBC/ly/CD3+/CD4/Q4: CLA, CD62L",148
sing/WBC/ly/CD3+/CD4,148
"sing/WBC/ly/CD4/TH/Q4: CCR6, CD161",148
"sing/WBC/ly/CD4/Q6: CCR6+, CD161+",148
"sing/WBC/ly/CD4/Q7: CCR6+, CD161",148
"sing/WBC/ly/CD4/Q5: CCR6, CD161+",148
"sing/WBC/ly/CD4/Q8: CCR6, CD161",148
sing/WBC/ly/CD4/CCR4,148
sing/WBC/ly/CD4,148
sing/WBC/ly/CD3+/NKT/DR,148
"sing/WBC/ly/CD3+/NKT/Q2: CLA+, CD62L+",148
"sing/WBC/ly/CD3+/NKT/Q3: CLA+, CD62L",148
"sing/WBC/ly/CD3+/NKT/Q1: CLA, CD62L+",148
"sing/WBC/ly/CD3+/NKT/Q4: CLA, CD62L",148
"sing/WBC/ly/CD3+/NKT/Q6: CD127+, CD25+",148
"sing/WBC/ly/CD3+/NKT/Q7: CD127+, CD25",148
"sing/WBC/ly/CD3+/NKT/Q5: CD127, CD25+",148
"sing/WBC/lymo/CD19/Q3: CD19+, CD20/CD86",148
sing/WBC/ly/CD4/TFH/CD161/CD161,148
sing/WBC/ly/CD4/TFH/CD161/CCR4,148
sing/WBC/ly/CD4/TFH/CD161,148
"sing/WBC/ly/CD4/TFH/Q6: CCR6+, CD161+",148
"sing/WBC/ly/CD4/TFH/Q7: CCR6+, CD161",148
"sing/WBC/ly/CD4/TFH/Q5: CCR6, CD161+",148
"sing/WBC/ly/CD4/TFH/Q8: CCR6, CD161",148
sing/WBC/ly/CD4/TFH/CCR4,148
sing/WBC/ly/CD4/TFH,148
sing/WBC/lymono/mono/CX3CR1-2,148
sing/WBC/lymono/mono/CD86-2,148
T cell: viable/singlets/Lymph/CD3+/CD4+,148
T cell: viable/singlets/Lymph/CD3+,148
sing/WBC/lymo/CD19/CD27,148
sing/WBC/lymo/CD19,148
"sing/WBC/ly/CD4/TH/Q1: CCR6, CD161+",148
T cell: viable/singlets/Lymph,148
T cell: viable/singlets,148
T cell: viable,148
T cell: viable/singlets/Lymph/CD3+/CD8+/Q4: CD45RA-CD27-,148
sing/ly/CD3/CD8/DR,148
sing/ly/CD3/CD8/CLA,148
sing/ly/CD3/CD8/CCR9+,148
sing/ly/CD3/CD8,148
sing/ly/CD3/CD4/Ki67,148
T cell: viable/singlets/Lymph/CD3+/CD4+/Q4: CD45RA-CD27-,148
T cell: viable/singlets/Lymph/CD3+/CD4+/Q3: CD45RA+CD27-,148
sing/WBC/ly/CD4/TFH/Th1-17/CLA,148
sing/WBC/ly/CD4/TFH/Th1-17/CD161,148
sing/WBC/ly/CD4/TFH/Th1-17/CCR4,148
sing/WBC/ly/CD4/TFH/CLA,148
sing/WBC/ly/CD4/TFH/CD161/CLA,148
sing/ly/CD3/CD4/DR,148
sing/ly/CD3/CD4/CLA,148
sing/ly/CD3/CD4/CCR9+,148
sing/ly/CD3/CD4,148
sing/ly/CD3+/DN/Ki67,148
sing/ly/CD3+/DN/DR,148
sing/ly/CD3+/DN/CLA,148
sing/ly/CD3+/DN/CCR9+,148
sing/ly/CD3+/DN,148
sing/ly/CD3/dp/Ki67,148
sing/ly/CD3/dp/DR,148
T cell: viable/singlets/Lymph/CD3+/CD4+/Q2: CD45RA+CD27+,148
T cell: viable/singlets/Lymph/CD3+/CD4+/Q1: CD45RA-CD27+,148
T cell: viable/singlets/Lymph/CD3+/CD4+/CD85j+,148
T cell: viable/singlets/Lymph/CD3+/CD4+/CD28+,148
"sing/WBC/lymono/Lin1-DR+/Q11: BDCA-3+, BDCA-2",148
sing/ly/CD3-/CD56,148
sing/ly/CD3/CD8/Ki67,148
"sing/WBC/lymono/mono/Q1: CD14, CD16+/DR2",148
"sing/WBC/lymono/mono/Q1: CD14, CD16+/CX3CR1-2",148
"sing/WBC/lymono/mono/Q1: CD14, CD16+/CD86-2",148
"sing/WBC/lymono/mono/Q1: CD14, CD16+/CD40",148
"sing/WBC/lymono/mono/Q1: CD14, CD16+/CD2",148
"sing/WBC/lymono/mono/Q1: CD14, CD16+/CD11b",148
"sing/WBC/lymono/mono/Q1: CD14, CD16+",148
"sing/WBC/lymono/mono/Q4: CD14, CD16",148
sing/WBC/lymono/mono/CD11b,148
sing/WBC/lymono/mono,148
sing/WBC/gran/CD14-/eos,148
sing/WBC/lymo/CD19/trans/CD86,148
sing/WBC/lymo/CD19/trans,148
sing/ly/CD3-/CD56/CCR9+,148
sing/WBC/lymono/mono/CD40,148
sing/WBC/lymono/mono/CD2,148
"sing/WBC/lymono/mono/Q2: CD14+, CD16+/DR2",148
"sing/WBC/lymono/mono/Q2: CD14+, CD16+/CX3CR1-2",148
"sing/WBC/lymono/mono/Q2: CD14+, CD16+/CD86-2",148
"sing/WBC/lymono/mono/Q2: CD14+, CD16+/CD40",148
"sing/WBC/lymono/mono/Q2: CD14+, CD16+/CD2",148
"sing/WBC/lymono/mono/Q2: CD14+, CD16+/CD11b",148
"sing/WBC/lymono/mono/Q2: CD14+, CD16+",148
"sing/WBC/lymono/mono/Q3: CD14+, CD16/DR2",148
"sing/WBC/lymono/mono/Q3: CD14+, CD16/CX3CR1-2",148
"sing/WBC/lymono/mono/Q3: CD14+, CD16/CD86-2",148
"sing/WBC/lymono/mono/Q3: CD14+, CD16/CD40",148
"sing/WBC/lymono/mono/Q3: CD14+, CD16/CD2",148
sing/ly/CD3-/CD56/CLA,148
sing/WBC/lymo/CD19/CD86,148
"sing/WBC/lymono/Lin-DR+/Slan+,Freq. of,WBC",144
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q4: BDCA-2-,, BDCA-3-/CD1c+/Q4: CD2-,, CD86-,Freq. of,CD1c+",144
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q4: BDCA-2-,, BDCA-3-/CD1c+/Q3: CD2+,, CD86-,Freq. of,CD1c+",144
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q4: BDCA-2-,, BDCA-3-/CD1c+/Q2: CD2+,, CD86+,Freq. of,CD1c+",144
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q1:BDCA-3+/Q1: CD2-,, CD86+,Freq. of,Q1:BDCA-3+",144
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q1:BDCA-3+/CD2-,Freq. of,Q1:BDCA-3+",144
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q1:BDCA-3+/CD2+,Freq. of,Q1:BDCA-3+",144
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q3: BDCA-2+,Freq. of,sWBC",144
"sing/WBC/lymono/Lin-DR+/Slan+/Q11: Slan+,, CD86-,Freq. of,Slan+",144
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q3: BDCA-2+/Q1: CD2-,, CD86+,Freq. of,Q3: BDCA-2+",144
"sing/CD45+/CD3+/CD4+/CD127loCD25+,Freq. of,CD4+",144
"sing/CD45+/CD3+/CD4+,Freq. of,CD45+",144
"sing/WBC/lymono/Lin-DR+/Slan+/Q15: Slan+,, CD14-,Freq. of,Slan+",144
"sing/WBC/lymono/Lin-DR+/Slan+/Q14: Slan+,, CD14+,Freq. of,Slan+",144
"sing/CD45+/CD3+/CD8/Naive,Freq. of,CD8",144
"sing/WBC/lymono/Lin-DR+/Slan+/Q10: Slan+,, CD86+,Freq. of,Slan+",144
"sing/WBC/lymono/Lin-DR+/Slan+/Q7: Slan+,, CD2-,Freq. of,Slan+",144
"sing/WBC/lymono/Lin-DR+/Slan+/Q6: Slan+,, CD2+,Freq. of,Slan+",144
"sing/WBC/lymono/Lin-DR+/Slan+/Q3: Slan+,, CD11b-,Freq. of,Slan+",144
"sing/WBC/lymono/Lin-DR+/Slan+/Q2: Slan+,, CD11b+,Freq. of,Slan+",144
"sing/CD45+/CD3+/CD4/non TFH,Freq. of,CD4",144
"sing/CD45+/CD3+/CD4/ICOS,Freq. of,CD4",144
"sing/CD45+/CD3+/CD4/Teff,Freq. of,CD4",144
"sing/CD45+/CD3+/CD4/EM,Freq. of,CD4",144
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q4: BDCA-2-,, BDCA-3-/CD1c+/Q1: CD2-,, CD86+,Freq. of,CD1c+",144
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q4: BDCA-2-,, BDCA-3-/CD1c+/CD2-,Freq. of,CD1c+",144
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q4: BDCA-2-,, BDCA-3-/CD1c+/CD2+,Freq. of,CD1c+",144
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q3: BDCA-2+/Q4: CD2-,, CD86-,Freq. of,Q3: BDCA-2+",144
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q3: BDCA-2+/Q3: CD2+,, CD86-,Freq. of,Q3: BDCA-2+",144
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q3: BDCA-2+/Q2: CD2+,, CD86+,Freq. of,Q3: BDCA-2+",144
"sing/CD45+/CD3+/CD4/TFH/1/ICOS,Freq. of Parent",144
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q3: BDCA-2+/CD2-,Freq. of,Q3: BDCA-2+",144
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q3: BDCA-2+/CD2+,Freq. of,Q3: BDCA-2+",144
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q1:BDCA-3+/Q4: CD2-,, CD86-,Freq. of,Q1:BDCA-3+",144
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q1:BDCA-3+/Q3: CD2+,, CD86-,Freq. of,Q1:BDCA-3+",144
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q1:BDCA-3+/Q2: CD2+,, CD86+,Freq. of,Q1:BDCA-3+",144
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14dimCD16+/CD40+,Freq. of,CD14dimCD16+",144
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14dimCD16+/CD11b+,Freq. of,CD14dimCD16+",144
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14+CD16-/CD86+,Freq. of,CD14+CD16-",144
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14+CD16-/CD62L+,Freq. of,CD14+CD16-",144
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q1:BDCA-3+,Freq. of,sWBC",144
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q4: BDCA-2-,, BDCA-3-/CD1c+,Freq. of,sWBC",144
"sing/CD45+/CD3+/CD8/ICOS,Freq. of,CD8",144
"sing/CD45+/CD3+/CD8/Teff,Freq. of,CD8",144
"sing/CD45+/CD3+/CD8/EM,Freq. of,CD8",144
"sing/CD45+/CD3+/CD8/CM,Freq. of,CD8",144
"sing/CD45+/CD3+/CD4/non TFH/Q2: CCR6+,, CXCR3+/ICOS,Freq. of,Q2: CCR6+, CXCR3+",144
"sing/CD45+/CD3+/CD4/non TFH/17/ICOS,Freq. of,17",144
"sing/CD45+/CD3+/CD4/non TFH/2/ICOS,Freq. of,2",144
"sing/CD45+/CD3+/CD4/non TFH/1/ICOS,Freq. of,1",144
"sing/CD45+/CD3+/CD4/non TFH/Q2: CCR6+,, CXCR3+,Freq. of,CD4",144
"sing/CD45+/CD3+/CD4/non TFH/1,Freq. of,CD4",144
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14+CD16-/CD11b+,Freq. of,CD14+CD16-",144
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14+CD16+/CD86+,Freq. of,CD14+CD16+",144
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14+CD16+/CD62L+,Freq. of,CD14+CD16+",144
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14+CD16+/CD40+,Freq. of,CD14+CD16+",144
"sing/CD45+/CD3+/CD4/Naive,Freq. of,CD4",144
"sing/CD45+/CD3+/CD4/CM,Freq. of,CD4",144
"sing/CD45+/CD3+/CD4/TFH/Q2: CCR6+,, CXCR3+/ICOS,Freq. of,Q2: CCR6+, CXCR3+",144
"sing/CD45+/CD3+/CD4/TFH/17/ICOS,Freq. of Parent",144
"sing/CD45+/CD3+/CD4/TFH/2/ICOS,Freq. of Parent",144
"sing/CD45+/CD3+/CD4/TFH/1,Freq. of,TFH",144
"sing/CD45+/CD3+/CD4/TFH,Freq. of,CD4",144
"sing/CD45+/CD3+/CD4,Freq. of,CD45+",144
"sing/CD45+/CD3+/CD8,Freq. of,CD45+",144
"sing/CD45+/CD3+,Freq. of,CD45+",144
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14dimCD16+/CD86+,Freq. of,CD14dimCD16+",144
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14dimCD16+/CD62L+,Freq. of,CD14dimCD16+",144
"sing/WBC/CD19+SCC/CD19+/nQ4: CD27-,, IgD-,Freq. of,CD19+",144
"sing/WBC/CD19+SCC/CD19+/nQ3: CD27+,, IgD-,Freq. of,CD19+",144
"sing/WBC/CD19+SCC/CD19+/nQ2: CD27+,, IgD+,Freq. of,CD19+",144
"sing/WBC/CD19+SCC/CD19+/nQ1: CD27-,, IgD+,Freq. of,CD19+",144
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14+CD16-/CD40+,Freq. of,CD14+CD16-",144
"sing/WBC/2-WBC/2-grans/Neu-CD45/Neutr/Q1: CD16-,, CD11b+,Freq. of,Neutr",144
"sing/WBC/2-WBC/2-grans/Neu-CD45/Neutr/Q4: CD16-,, CD11b-,Freq. of,Neutr",144
"sing/WBC/2-WBC/2-grans/Neu-CD45/Neutr/Q3: CD16+,, CD11b-,Freq. of,Neutr",144
"sing/WBC/2-WBC/2-grans/Neu-CD45/Neutr/Q2: CD16+,, CD11b+,Freq. of,Neutr",144
"sing/WBC/2-WBC/2-grans/Neu-CD45/Neutr,Freq. of,2-WBC",144
"sing/WBC/CD19+SCC/CD19+/nQ2: CD19+,, CD27+/Plasmacell,Freq. of,CD19+",144
"sing/CD45+/CD3+/CD4/TFH/ICOS,Freq. of,TFH",144
"sing/CD45+/CD3+/CD4/TFH/Q2: CCR6+,, CXCR3+,Freq. of,TFH",144
"sing/CD45+/CD3+/CD4/TFH/17,Freq. of,TFH",144
"sing/CD45+/CD3+/CD4/TFH/2,Freq. of,TFH",144
"sing/WBC/CD19+SCC/CD19+,Freq. of,WBC",144
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14+CD16+/CD11b+,Freq. of,CD14+CD16+",144
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/dn,Freq. of,2-CD14+",144
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14dimCD16+,Freq. of,2-CD14+",144
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14+CD16+,Freq. of,2-CD14+",144
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14+CD16-,Freq. of,2-CD14+",144
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+,Freq. of,2-WBC",144
"sing/WBC/CD19+SCC/CD19+/nQ2: CD19+,, CD27+/nPlasmablast,Freq. of,CD19+",144
"sing/WBC/CD19+SCC/CD19+/n transitional,Freq. of Parent",144
"sing/WBC/CD19+SCC/CD19+/nCD19hi,Freq. of,CD19+",144
"sing/WBC/CD19+SCC/CD19+/nQ2: CD19+,, CD27+,Freq. of,CD19+",144
"sing/WBC/CD19+SCC/CD19+/nQ3: CD19+,, CD20-,Freq. of,CD19+",144
"sing/WBC/CD19+SCC/CD19+/nQ2: CD19+,, CD20+,Freq. of,CD19+",144
"CD3+, CD8+, KI67+, BCL2-",136
"CD3+, CD4+, KI67+, BCL2-",136
"Live_dead-, CD3+, CD4+, CD45RA-, CXCR5+, CXCR3-, ICOS+",128
"Singlet/CD45+/B lym CD19+/Q3: CD19+, CD20-/B lym CD27+/CD38+,Freq. of,Q3: CD19+, CD20-",116
"Singlet/CD45+/B lym CD19+/Q3: CD19+,, CD20-,Freq. of,B lym CD19+",116
"Singlet/CD45+/B lym CD19+/Q3: CD19+, CD20-/B lym CD27+,Freq. of,Q3: CD19+, CD20-",116
Sum of Plasma cells and Plasmablast,116
"Singlet/CD45+/B lym CD19+/Q3: CD19+, CD20-/B lym CD27+/CD38+/CD138+,Freq. of,B lym CD27+",116
"Singlet/CD45+/B lym CD19+/Q2: CD19+,, CD20+/CD24+,,CD38+,Freq. of,Q2: CD19+, CD20+",116
"Singlet/CD45+/B lym CD19+/Q2: CD19+,, CD20+/CD27+,, IgD-,Freq. of,Q2: CD19+, CD20+",116
"Singlet/CD45+,Count",116
"Singlet/CD45+/B lym CD19+,Freq. of,CD45+",116
"Singlet/CD45+/B lym CD19+/Q2: CD19+,, CD20+,Freq. of,B lym CD19+",116
"Singlet/CD45+/B lym CD19+/Q2: CD19+,, CD20+/CD27-,, IgD+,Freq. of,Q2: CD19+, CD20+",116
"CD16hi, CD11b+ granulocyte",90
"CD16lo, CD11b- granulocyte",90
"CD16hi, CD11b- granulocyte",90
"CD16lo, CD11b+ granulocyte",90
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, HLA-DR+",88
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, CXCR3-, CCR6+, HLA-DR+",88
Viable/Singlets/Monocytes,87
Viable/Singlets/Monocytes/CD33+,87
"Viable/Singlets/Lymphs/CD3+/CD8+/Q4: CD45RAD, CD27D",87
Viable/Singlets/Lymphs/CD3-/B cells,87
Viable/Singlets/Lymph/CD3+/CD8+,87
Viable/Singlets/Lymphs/CD3+/CD8+/CD28+,87
Viable/Singlets/Lymphs/CD3+/TCRgd,87
"Viable/Singlets/Lymphs/CD3+/CD8+/Q3: CD45RA+, CD27D",87
"Viable/Singlets/Lymphs/CD3+/CD8+/Q1: CD45RAD, CD27+",87
"Viable/Singlets/Lymphs/CD3+/CD4+/Q4: CD45RAD, CD27D",87
"Viable/Singlets/Lymphs/CD3+/CD4+/Q3: CD45RA+, CD27D",87
"Viable/Singlets/Lymphs/CD3+/CD4+/Q1: CD45RAD, CD27+",87
Viable/Singlets/Lymphs/CD3+/CD3+ CD56+,87
Viable/Singlets/Lymphs/CD3-,87
Viable/Singlets/Lymphs/CD3+/CD4+/CD27+,87
Viable/Singlets/Lymph/CD3+,87
"Viable/Singlets/Lymphs/CD3+/CD4+/Q2: CD45RA+, CD27+",87
Viable/Singlets/Lymph,87
Viable/Singlets/Lymph/CD3+/CD4+,87
Viable/Singlets/Lymphs/CD3+/CD8+/CD27+,87
Viable/Singlets/Lymphs/CD3+/CD4+/CD28+,87
"CD3-, CD19+, CD20-, CD27hi, CD38hi",86
"Singlet/WBC/Lymph/CD3/CD4/CXCR5+, CD45RA-/CXCR3+, CCR6-/ICOS+",82
"Singlet/WBC/Lymph/CD3/CD4/CXCR5-, CD45RA-/CXCR3+, CCR6+/ICOS+",82
"Singlet/WBC/Lymph/CD3/CD4/CXCR5+, CD45RA-/CXCR3-, CCR6+/ICOS+",82
"Singlet/WBC/Lymph/CD3/CD4/CXCR5+, CD45RA-/CXCR3+, CCR6+/ICOS+",82
"Singlet/WBC/Lymph/CD3/CD4/CXCR5-, CD45RA-",82
"Singlet/WBC/Lymph/CD3/CD4/CXCR5-, CD45RA-/ICOS+",82
"Singlet/WBC/Lymph/CD3/CD4/CXCR5-, CD45RA-/CXCR3+, CCR6-",82
"Singlet/WBC/Lymph/CD3/CD4/CXCR5+, CD45RA-/CXCR3-, CCR6+",82
"Singlet/WBC/Lymph/CD3/CD4/CXCR5+, CD45RA-",82
Singlet/WBC/Lymph/CD3,82
Singlet/WBC/Lymph/CD3/CD8/ICOS+,82
"Singlet/WBC/Lymph/CD3/CD4/CXCR5+, CD45RA-/ICOS+",82
Singlet/WBC/Lymph/CD3/CD4,82
Singlet/WBC/Lymph/CD3/CD4/ICOS+,82
Singlet/WBC/Lymph/CD3/ICOS+,82
"Singlet/WBC/Lymph/CD3/CD4/CXCR5+, CD45RA-/CXCR3-, CCR6-",82
"Singlet/WBC/Lymph/CD3/CD4/CXCR5-, CD45RA-/CXCR3+, CCR6+",82
"Singlet/WBC/Lymph/CD3/CD4/CXCR5+, CD45RA-/CXCR3-, CCR6-/ICOS+",82
"Singlet/WBC/Lymph/CD3/CD4/CXCR5-, CD45RA-/CXCR3-, CCR6+",82
"Singlet/WBC/Lymph/CD3/CD4/CXCR5-, CD45RA-/CXCR3-, CCR6+/ICOS+",82
"Singlet/WBC/Lymph/CD3/CD4/CXCR5-, CD45RA-/CXCR3-, CCR6-",82
"Singlet/WBC/Lymph/CD3/CD4/CXCR5-, CD45RA-/CXCR3-, CCR6-/ICOS+",82
"Singlet/WBC/Lymph/CD3/CD4/CXCR5+, CD45RA-/CXCR3+, CCR6-",82
"Singlet/WBC/Lymph/CD3/CD4/CXCR5+, CD45RA-/CXCR3+, CCR6+",82
"Singlet/WBC/Lymph/CD3/CD4/CXCR5-, CD45RA-/CXCR3+, CCR6-/ICOS+",82
Singlet/WBC/Lymph/CD3/CD8/CXCR5+,82
Singlet/WBC/Lymph/CD3/CD8/CXCR3+,82
Singlet/WBC/Lymph/CD3/CD8,82
Singlet/WBC/Lymph/CD3/CD8/CCR6+,82
"Singlet/WBC/Lymph/CD19/CD27+, IgD+",80
"Singlet/WBC/Lymph/CD19/CD27+, IgD-",80
"Singlet/WBC/Lymph/CD19/CD19+, CD20+/CD86+",80
"Singlet/WBC/Lymph/CD19/CD27-, IgD-/CD86+",80
"Singlet/WBC/Lymph/CD19/CD19+, CD20-/CD86+",80
"Singlet/WBC/Lymph/CD19/CD27-, IgD+",80
"Singlet/WBC/Lymph/CD19/CD19+, CD20+",80
Singlet/WBC/Lymph/CD19/CD86+,80
"Singlet/WBC/Lymph/CD19/CD27+, IgD+/CD86+",80
"Singlet/WBC/Lymph/CD19/CD27+, IgD-/CD86+",80
"Singlet/WBC/Lymph/CD19/CD38+, CD24+/CD86+",80
Singlet/WBC/Lymph/CD19/CD27+,80
"Singlet/WBC/Lymph/CD19/CD27-, IgD+/CD86+",80
"Singlet/WBC/Lymph/CD19/CD19+, CD20-",80
"Singlet/WBC/Lymph/CD19/CD38+, CD20-",80
Singlet/WBC/Lymph/CD19/CD27+/CD138+/CD86+,80
"Singlet/WBC/Lymph/CD19/CD38+, CD24+",80
"Singlet/WBC/Lymph/CD19/CD38+, CD20-/CD86+",80
"Singlet/WBC/Lymph/CD19/CD27-, IgD-",80
Singlet/WBC/Lymph/CD19,80
Singlet/WBC/Lymph/CD19/CD27+/CD138+,80
CXCR3: viable/singlets/Lymph,73
CXCR3: viable/singlets,73
CXCR3: viable/singlets/Lymph/CD16+/CD56+,73
CXCR3: viable/singlets/Lymph/CD16+/CD56+/CXCR3+,73
CXCR3: viable,73
CXCR3: viable/singlets/Mono/CD33+/CXCR3+,73
CXCR3: viable/singlets/Lymph/CD3+/CD8+/CXCR3+,73
CXCR3: viable/singlets/Lymph/CD3+/CD4+/CXCR3+,73
CXCR3: viable/singlets/Lymph/CD3+/CD8+,73
CXCR3: viable/singlets/Lymph/CD3+,73
CXCR3: viable/singlets/Lymph/CD3+/CD4+,73
CXCR3: viable/singlets/Mono/CD33+,73
CXCR3: viable/singlets/Lymph/CD3-/CD19+CD20+/CXCR3+,73
CXCR3: viable/singlets/Mono,73
CXCR3: viable/singlets/Lymph/CD3-,73
CXCR3: viable/singlets/Lymph/CD3-/CD19+CD20+,73
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-,HLA-DR+",72
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, CXCR3-, CCR6+,HLA-DR+",72
live+ AND Lymphocytes+ AND FCS-H AND FSS-W AND CD8- AND CD4+,71
live+ AND Lymphocytes+ AND FCS-H AND FSS-W AND CD4+ AND CD8- AND CD90.2+,71
live+ AND  Lymphocytes+,71
live+,71
live+ AND Lymphocytes+ AND FCS-H AND FSS-W AND CD4- AND CD8+ AND CD90.2+  AND NP+ AND PA-,71
live+ AND Lymphocytes+ AND FCS-H AND FSS-W AND CD4- AND CD8+ AND CD90.2+,71
live+ AND Lymphocytes+ AND FCS-H AND FSS-W AND CD4- AND CD8+,71
none,71
live+ AND Lymphocytes+ AND  FCS-H AND FSS-W  AND CD4- AND CD8+ AND CD90.2+ AND NP+ AND PA- AND CD49a+,71
live+ AND Lymphocytes+ AND FCS-H AND FSS-W,71
"CD14+, SLAN+",62
"CD14+, HLA-DR+, CX3CR1lo",62
"CD14+, HLA-DR+, CX3CR1hi",62
"CD3+, CD4+, CXCR5+, CD45RA-, CXCR3+, CCR6-, ICOS+",62
"CD3+, CD4+, CXCR5+, CD45RA-, CXCR3-, CCR6+, ICOS+",62
"CD3+, CD4+, CXCR5+, CD45RA-, CXCR3-, CCR6-",62
"CD3+, CD4+, CXCR5+, CD45RA-, CXCR3-, CCR6-, ICOS+",62
