Population Definition Reported,Cell Number Unit,Count,Unique_Studies,Unique_Patients,Unique_Timepoints,Timepoints_List,Study_IDs_List
"sing/WBC/CD19+SCC/CD19+/nQ2: CD27+,, IgD+,Freq. of,CD19+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/CD19+SCC/CD19+/nQ2: CD19+,, CD27+/nPlasmablast,Freq. of,CD19+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/CD19+SCC/CD19+/nQ2: CD19+,, CD27+/Plasmacell,Freq. of,CD19+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/CD19+SCC/CD19+/nQ2: CD19+,, CD27+,Freq. of,CD19+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/CD19+SCC/CD19+/nQ2: CD19+,, CD20+,Freq. of,CD19+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/CD19+SCC/CD19+/nQ1: CD27-,, IgD+,Freq. of,CD19+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/CD19+SCC/CD19+/nCD19hi,Freq. of,CD19+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/lymono/Lin-DR+/Slan+/Q10: Slan+,, CD86+,Freq. of,Slan+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/CD19+SCC/CD19+/n transitional,Freq. of Parent",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/CD19+SCC/CD19+,Freq. of,WBC",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/dn,Freq. of,2-CD14+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14dimCD16+/CD86+,Freq. of,CD14dimCD16+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/lymono/Lin-DR+/Slan+/Q11: Slan+,, CD86-,Freq. of,Slan+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/lymono/Lin-DR+/Slan+/Q14: Slan+,, CD14+,Freq. of,Slan+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/lymono/Lin-DR+/Slan+/Q15: Slan+,, CD14-,Freq. of,Slan+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/lymono/Lin-DR+/Slan+/Q2: Slan+,, CD11b+,Freq. of,Slan+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/lymono/Lin-DR+/Slan+/Q3: Slan+,, CD11b-,Freq. of,Slan+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14dimCD16+/CD62L+,Freq. of,CD14dimCD16+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/lymono/Lin-DR+/Slan+/Q6: Slan+,, CD2+,Freq. of,Slan+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD8+/Q2: HLA-DR+,, CD38+,Freq. of,CD8+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD8+/Q11: CD45RA+,, CCR7,Freq. of,CD8+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/TFH/Q2: CCR6+,, CXCR3+,Freq. of,TFH",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD8+/Q3: HLA-DR+,, CD38,Freq. of,CD8+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14dimCD16+/CD40+,Freq. of,CD14dimCD16+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14dimCD16+/CD11b+,Freq. of,CD14dimCD16+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/CD19+SCC/CD19+/nQ4: CD27-,, IgD-,Freq. of,CD19+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/WBC/2-WBC/2-mono/mo-CD86/2-CD14+/CD14+CD16-/CD86+,Freq. of,CD14+CD16-",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/TFH/Q2: CCR6+,, CXCR3+/ICOS,Freq. of,Q2: CCR6+, CXCR3+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4+/CD127loCD25+,Freq. of,CD4+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/TFH/ICOS,Freq. of,TFH",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/TFH/2/ICOS,Freq. of Parent",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD8+/bcl2,Freq. of,CD8+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD4+/bcl2,Freq. of,CD4+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD4+/Q9: CD45RA,, CCR7+,Freq. of,CD4+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD4+/Q8: K1-67,, bcl2di,Freq. of,CD4+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD4+/Q7: K1-67+,, bcl2di,Freq. of,CD4+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD8+/Q12: CD45RA,, CCR7,Freq. of,CD8+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q3: BDCA-2+/CD2-,Freq. of,Q3: BDCA-2+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q3: BDCA-2+/CD2+,Freq. of,Q3: BDCA-2+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q3: BDCA-2+,Freq. of,sWBC",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q1:BDCA-3+/Q4: CD2-,, CD86-,Freq. of,Q1:BDCA-3+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q1:BDCA-3+/Q3: CD2+,, CD86-,Freq. of,Q1:BDCA-3+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q1:BDCA-3+/Q2: CD2+,, CD86+,Freq. of,Q1:BDCA-3+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q1:BDCA-3+/Q1: CD2-,, CD86+,Freq. of,Q1:BDCA-3+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q1:BDCA-3+/CD2-,Freq. of,Q1:BDCA-3+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q1:BDCA-3+/CD2+,Freq. of,Q1:BDCA-3+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q1:BDCA-3+,Freq. of,sWBC",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD4+/Q6: K1-67+,, bcl2bri,Freq. of,CD4+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD4+/Q5: K1-67,, bcl2bri,Freq. of,CD4+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD4+/Q4: HLA-DR,, CD38,Freq. of,CD4+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD4+/Q3: HLA-DR+,, CD38,Freq. of,CD4+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD4+/Q2: HLA-DR+,, CD38+,Freq. of,CD4+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD4+/Q1: HLA-DR,, CD38+,Freq. of,CD4+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD4+/Q12: CD45RA,, CCR7,Freq. of,CD4+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD4+/Q11: CD45RA+,, CCR7,Freq. of,CD4+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD4+/Q10: CD45RA+,, CCR7+,Freq. of,CD4+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD4+/Ki67,Freq. of,CD4+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD4+/GranB,Freq. of,CD4+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD4+/DR,Freq. of,CD4+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD4+/CD38bri,Freq. of,CD4+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD8+/Q9: CD45RA,, CCR7+,Freq. of,CD8+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD8+/CD38bri,Freq. of,CD8+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD8+/Q8: K1-67,, bcl2di,Freq. of,CD8+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/CM,Freq. of,CD4",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/TFH/2,Freq. of,TFH",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/TFH/17/ICOS,Freq. of Parent",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD8+/Q5: K1-67,, bcl2bri,Freq. of,CD8+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD8+/GranB,Freq. of,CD8+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD8+/Q6: K1-67+,, bcl2bri,Freq. of,CD8+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD8+/Q7: K1-67+,, bcl2di,Freq. of,CD8+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/TFH/17,Freq. of,TFH",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/TFH/1/ICOS,Freq. of Parent",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/TFH/1,Freq. of,TFH",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/TFH,Freq. of,CD4",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/Naive,Freq. of,CD4",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/ICOS,Freq. of,CD4",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4/EM,Freq. of,CD4",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4,Freq. of,CD45+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD8+/DR,Freq. of,CD8+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+/CD4+,Freq. of,CD45+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing/CD45+/CD3+,Freq. of,CD45+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q4: BDCA-2-,, BDCA-3-/CD1c+/Q4: CD2-,, CD86-,Freq. of,CD1c+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q4: BDCA-2-,, BDCA-3-/CD1c+/Q3: CD2+,, CD86-,Freq. of,CD1c+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q4: BDCA-2-,, BDCA-3-/CD1c+/Q2: CD2+,, CD86+,Freq. of,CD1c+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q4: BDCA-2-,, BDCA-3-/CD1c+/Q1: CD2-,, CD86+,Freq. of,CD1c+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q4: BDCA-2-,, BDCA-3-/CD1c+/CD2-,Freq. of,CD1c+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q4: BDCA-2-,, BDCA-3-/CD1c+/CD2+,Freq. of,CD1c+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q4: BDCA-2-,, BDCA-3-/CD1c+,Freq. of,sWBC",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q3: BDCA-2+/Q4: CD2-,, CD86-,Freq. of,Q3: BDCA-2+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q3: BDCA-2+/Q3: CD2+,, CD86-,Freq. of,Q3: BDCA-2+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q3: BDCA-2+/Q2: CD2+,, CD86+,Freq. of,Q3: BDCA-2+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"sing-F/sWBC/Lin2-DR+/minus grans-NK/Q3: BDCA-2+/Q1: CD2-,, CD86+,Freq. of,Q3: BDCA-2+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"ly/CD3+/CD8+/Q1: HLA-DR,, CD38+,Freq. of,CD8+",cells/ul,48,1,6,8,"0.0, 1.0, 10.0, 14.0, 21.0, 28.0, 3.0, 7.0",180
"sing/WBC/lymono/Lin-DR+/Slan+/Q7: Slan+,, CD2-,Freq. of,Slan+",cells/ul,48,1,6,8,"-7.0, 0.0, 0.5, 1.0, 10.0, 28.0, 3.0, 7.0",180
"CD16hi, CD11b+ granulocyte",ul,47,2,13,5,"7.0, 90.0, 0.0, 28.0, 1.0","372, 376"
"CD16lo, CD11b- granulocyte",ul,47,2,13,5,"7.0, 90.0, 0.0, 28.0, 1.0","372, 376"
"CD16lo, CD11b+ granulocyte",ul,47,2,13,5,"7.0, 90.0, 0.0, 28.0, 1.0","372, 376"
"CD16hi, CD11b- granulocyte",ul,47,2,13,5,"7.0, 90.0, 0.0, 28.0, 1.0","372, 376"
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, HLA-DR+",ul,45,1,11,5,"0.0, 28.0, 7.0, 90.0, 1.0",376
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, CXCR3-, CCR6+, HLA-DR+",ul,45,1,11,5,"0.0, 28.0, 7.0, 90.0, 1.0",376
"CD3+, CD4+, CD8-, CXCR5+, CD45RA-, CXCR3+, CCR6+, HLA-DR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5+, CD45RA-, CXCR3+, CCR6+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5+, CD45RA-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
CD3+,cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD19+, CD3-, CD14-, CD38+, CD24+, HLADR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD19+, CD3-, CD14-, CD38+, CD24+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD19+, CD3-, CD14-, CD38+, CD20-, HLADR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD19+, CD3-, CD14-, CD27-, IgD-, HLADR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD19+, CD3-, CD14-, CD38+, CD20-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5+, CD45RA-, CXCR3+, CCR6-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD19+, CD3-, CD14-, CD27-, IgD-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD19+, CD3-, CD14-, CD27-, IgD+, HLADR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD19+, CD3-, CD14-, CD27-, IgD+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD19+, CD3-, CD14-, CD27+, IgD-, HLADR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD19+, CD3-, CD14-, CD27+, IgD-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD19+, CD3-, CD14-, CD27+, IgD+, HLADR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD19+, CD3-, CD14-, CD27+, IgD+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5+, CD45RA-, CXCR3+, CCR6+, ICOS+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5+, CD45RA-, CXCR3+, CCR6-, HLA-DR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD19+, CD3-, CD14-, CD27+, CD138+, HLADR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, CXCR3+, CCR6+, HLA-DR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, CXCR3-, CCR6-, HLA-DR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, CXCR3-, CCR6-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, CXCR3-, CCR6+, ICOS+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, CXCR3-, CCR6+, HLA-DR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, CXCR3-, CCR6+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, CXCR3+, CCR6-, ICOS+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, CXCR3+, CCR6-, HLA-DR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, CXCR3+, CCR6-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, CXCR3+, CCR6+, ICOS+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, CXCR3+, CCR6+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5+, CD45RA-, CXCR3+, CCR6-, ICOS+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5+, CD45RA-, ICOS+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5+, CD45RA-, HLA-DR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5+, CD45RA-, CXCR3-, CCR6-, ICOS+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5+, CD45RA-, CXCR3-, CCR6-, HLA-DR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5+, CD45RA-, CXCR3-, CCR6-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5+, CD45RA-, CXCR3-, CCR6+, ICOS+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5+, CD45RA-, CXCR3-, CCR6+, HLA-DR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5+, CD45RA-, CXCR3-, CCR6+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD19+, CD3-, CD14-, CD27+, HLADR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, HLA-DR+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD19+, CD3-, CD14-, CD27+, CD138+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD3+, CD4+, CD8-, CXCR5-, CD45RA-, CXCR3-, CCR6-, ICOS+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD16-, CX3CR1+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD16-, CD86-",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
"CD14+, HLA-DR+, CD16-, CD86+",cells/ul,39,1,10,4,"0.0, 28.0, 7.0, 90.0",645
